Dept,Crs,Sc,Title,Limit,Enrld,W/L,CO,Type,Units,Days,Times,Facil ID,Instructor,Notes,Component,Comb Sect,Acad Org,Term,Session,Career
MUS, 111,J,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,K,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Dan Williams,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,L,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,M,Applied Music,10,4,0,,E,0.25,_______,-,MU-PRACTIC,Jeffery Lund,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,NA,Applied Music,10,3,0,,E,0.25,_______,-,MU-PRACTIC,Duane Hulbert,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,NB,Applied Music,10,5,0,,E,0.25,_______,-,MU-PRACTIC,Tanya Stambuk,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,O,Applied Music,10,2,0,,E,0.25,_______,-,MU-PRACTIC,Fred Winkler,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,OA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Tracy Knoop,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,P,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,David Krosschell,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,Q,Applied Music,10,3,0,,E,0.25,_______,-,MU-PRACTIC,Judson Scott,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,R,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,S,Applied Music,10,2,0,,E,0.25,_______,-,MU-PRACTIC,Joyce Ramee,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,TA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Maria Sampen,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,TB,Applied Music,10,3,0,,E,0.25,_______,-,MU-PRACTIC,Timothy Christie,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,UA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,UB,Applied Music,10,4,0,,E,0.25,_______,-,MU-PRACTIC,Christina Kowalski-Holien,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,UC,Applied Music,10,6,0,,E,0.25,_______,-,MU-PRACTIC,Kathryn Lehmann,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,UD,Applied Music,10,3,0,,E,0.25,_______,-,MU-PRACTIC,Dawn Padula,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 111,UE,Applied Music,10,3,0,,E,0.25,_______,-,MU-PRACTIC,Steven Zopfi,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,A,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Stephen Schermer,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,B,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Francine Floyd-Peterson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,C,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Alistair MacRae,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,D,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Jennifer Nelson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,E,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,F,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Karla Flygare,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,G,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Rodger Burnett,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,H,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Douglas Rice,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,I,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Catherine Case,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,J,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,K,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Dan Williams,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,L,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,NA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Duane Hulbert,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,NB,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Tanya Stambuk,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,O,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Fred Winkler,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,P,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,David Krosschell,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,Q,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Judson Scott,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,R,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,S,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Joyce Ramee,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,TA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Maria Sampen,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,TB,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Timothy Christie,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,UA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,UB,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Christina Kowalski-Holien,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,UC,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Kathryn Lehmann,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,UD,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Dawn Padula,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 112,UE,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Steven Zopfi,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 113,A,Class Guitar I,20,4,0,,E,0.25,__T_T__,11.00- 11.50,MU-L1,Douglas Rice,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 113,BRKA,Class Guitar I,1,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 126,A,History of Rock Music,35,38,1,AR,E,1.00,_M_W_F_,14.00- 14.50,MU-106,Kenneth Harris,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 126,A,History of Rock Music,35,38,1,FN,E,1.00,_M_W_F_,14.00- 14.50,MU-106,Kenneth Harris,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 161,A,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Stephen Schermer,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,B,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Francine Floyd-Peterson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,C,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Alistair MacRae,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,D,Applied Music,10,2,0,,E,0.50,_______,-,MU-PRACTIC,Jennifer Nelson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,E,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,F,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Karla Flygare,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,G,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Rodger Burnett,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,H,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Douglas Rice,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,I,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Catherine Case,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,J,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,K,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Dan Williams,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,L,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,M,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Jeffery Lund,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,NA,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Duane Hulbert,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,NB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Tanya Stambuk,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,O,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Fred Winkler,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,P,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,David Krosschell,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,Q,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Judson Scott,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,R,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,S,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joyce Ramee,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,TA,Applied Music,10,2,0,,E,0.50,_______,-,MU-PRACTIC,Maria Sampen,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,TB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Timothy Christie,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,UA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,UB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Christina Kowalski-Holien,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,UC,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Kathryn Lehmann,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,UD,Applied Music,10,2,0,,E,0.50,_______,-,MU-PRACTIC,Dawn Padula,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,UE,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Steven Zopfi,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 161,UF,Applied Music,1,0,0,,E,0.50,_______,-,MU-PRACTIC,Tracy Knoop,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,A,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Stephen Schermer,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,B,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Francine Floyd-Peterson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,C,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Alistair MacRae,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,D,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Jennifer Nelson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,E,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,F,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Karla Flygare,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,G,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Rodger Burnett,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,H,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Douglas Rice,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,I,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Catherine Case,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,J,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,K,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Dan Williams,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
