Dept,Crs,Sc,Title,Limit,Enrld,W/L,CO,Type,Units,Days,Times,Facil ID,Instructor,Notes,Component,Comb Sect,Acad Org,Term,Session,Career
MUS, 162,M,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Jeffery Lund,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,NA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Duane Hulbert,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,NB,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Tanya Stambuk,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,O,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Fred Winkler,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,P,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,David Krosschell,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,Q,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Judson Scott,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,R,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,S,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joyce Ramee,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,TA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Maria Sampen,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,TB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Timothy Christie,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,UA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,UB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Christina Kowalski-Holien,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,UC,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Kathryn Lehmann,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,UD,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Dawn Padula,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,UE,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Steven Zopfi,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 162,UF,Applied Music,1,0,0,,E,0.50,_______,-,MU-PRACTIC,Tracy Knoop,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 168,A,Ensemble,20,10,0,,E,0.50,_______,-,MU-PRACTIC,Alistair MacRae,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 168,B,Ensemble,20,0,0,,E,0.50,_______,-,MU-PRACTIC,Jeffery Lund,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 168,C,Ensemble,20,0,0,,E,0.50,_______,-,MU-PRACTIC,,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 168,D,Ensemble,20,3,0,,E,0.50,_______,-,MU-PRACTIC,Karla Flygare,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 168,E,Ensemble,20,5,0,,E,0.50,_______,-,MU-PRACTIC,Jennifer Nelson,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 168,G,Ensemble,20,0,0,,E,0.50,_______,-,MU-PRACTIC,Maria Sampen,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 168,H,Ensemble,20,5,0,,E,0.50,_______,-,MU-PRACTIC,Fred Winkler,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 168,I,Ensemble,20,0,0,,E,0.50,_______,-,MU-PRACTIC,Duane Hulbert,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 168,I,Ensemble,20,0,0,,E,0.50,_______,-,MU-PRACTIC,Tanya Stambuk,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 170,A,Wind Ensemble,40,0,0,,E,0.00,_M_W_F_,16.00- 17.30,MU-L1,Gerard Morris,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 170,BRKA,Wind Ensemble,1,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 172,A,Adelphian Concert Choir,40,0,0,,E,0.00,_MTWTF_,11.00- 11.50,MU-L6,Steven Zopfi,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 172,BRKA,Adelphian Concert Choir,1,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 174,A,Symphony Orchestra,40,16,0,,E,0.00,__T_T__,16.00- 18.00,MU-L1,Wesley Schulz,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 174,BRKA,Symphony Orchestra,0,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 176,A,Chorale,40,2,0,,E,0.00,__T_T__,15.30- 16.50,MU-L6,J. Edmund Hughes,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 176,BRKA,Chorale,1,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 178,A,Voci D'Amici,20,14,0,,E,0.00,__T_T__,16.00- 17.20,KL,Steven Zopfi,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 178,BRKA,Voci D'Amici,1,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 180,A,Dorian Singers,40,0,0,,E,0.00,__T_T__,17.00- 18.20,MU-L6,Kathryn Lehmann,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 180,BRKA,Dorian Singers,1,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 184,A,Puget Sound Jazz Orchestra,20,5,0,,E,0.00,__T_T__,18.15- 19.45,MU-L1,Tracy Knoop,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 184,BRKA,Puget Sound Jazz Orchestra,1,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 188,A,Concert Band,40,2,0,,E,0.00,___W___,17.45- 19.20,MU-L1,Gerard Morris,,PER,,MUSIC,2015 Fall,FUL,UGRD
MUS, 188,BRKA,Concert Band,1,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 201,A,Aural Skills III,14,14,0,,E,0.50,_M_W_F_,09.00- 09.50,MU-106,Robert Hutchinson,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 201,B,Aural Skills III,14,4,0,,E,0.50,_M_W_F_,13.00- 13.50,MU-L6,Tanya Stambuk,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 201,BRKA,Aural Skills III,0,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 201,BRKB,Aural Skills III,0,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 203,A,Music Theory III,30,18,0,,E,0.50,__T_T__,08.30- 09.20,MU-106,Robert Hutchinson,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 203,BRKA,Music Theory III,0,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 205,A,Class Piano I,10,4,0,,E,0.25,_M_W___,15.00- 15.50,MU-215,Tanya Stambuk,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 205,BRKA,Class Piano I,0,0,0,,N,0.00,_______,-,MU-PRACTIC,,,BRK,,MUSIC,2015 Fall,FUL,UGRD
MUS, 211,A,Applied Music,10,2,0,,E,0.25,_______,-,MU-PRACTIC,Stephen Schermer,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,B,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Francine Floyd-Peterson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,C,Applied Music,10,2,0,,E,0.25,_______,-,MU-PRACTIC,Alistair MacRae,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,D,Applied Music,10,2,0,,E,0.25,_______,-,MU-PRACTIC,Jennifer Nelson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,E,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,F,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Karla Flygare,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,G,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Rodger Burnett,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,H,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Douglas Rice,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,I,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Catherine Case,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,J,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,K,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Dan Williams,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,L,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,M,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Jeffery Lund,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,NA,Applied Music,10,3,0,,E,0.25,_______,-,MU-PRACTIC,Duane Hulbert,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,NB,Applied Music,10,2,0,,E,0.25,_______,-,MU-PRACTIC,Tanya Stambuk,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,O,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Fred Winkler,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,P,Applied Music,10,4,0,,E,0.25,_______,-,MU-PRACTIC,David Krosschell,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,Q,Applied Music,10,3,0,,E,0.25,_______,-,MU-PRACTIC,Judson Scott,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,R,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,S,Applied Music,10,2,0,,E,0.25,_______,-,MU-PRACTIC,Joyce Ramee,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,TA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Maria Sampen,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,TB,Applied Music,10,3,0,,E,0.25,_______,-,MU-PRACTIC,Timothy Christie,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,UA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,UB,Applied Music,10,6,0,,E,0.25,_______,-,MU-PRACTIC,Christina Kowalski-Holien,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,UC,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Kathryn Lehmann,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,UD,Applied Music,10,3,0,,E,0.25,_______,-,MU-PRACTIC,Dawn Padula,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,UE,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Steven Zopfi,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 211,UF,Applied Music,1,1,0,,E,0.25,_______,-,MU-PRACTIC,Tracy Knoop,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,A,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Stephen Schermer,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,B,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Francine Floyd-Peterson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,C,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Alistair MacRae,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,D,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Jennifer Nelson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,E,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,F,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Karla Flygare,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,G,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Rodger Burnett,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,H,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Douglas Rice,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,I,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Catherine Case,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,J,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,K,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Dan Williams,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,L,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,M,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,NA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Duane Hulbert,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,NB,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Tanya Stambuk,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,O,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Fred Winkler,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,P,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,David Krosschell,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,Q,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Judson Scott,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,R,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,S,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Joyce Ramee,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,TA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Maria Sampen,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,TB,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Timothy Christie,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,UA,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,UB,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Christina Kowalski-Holien,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,UC,Applied Music,10,1,0,,E,0.25,_______,-,MU-PRACTIC,Kathryn Lehmann,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,UD,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Dawn Padula,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,UE,Applied Music,10,0,0,,E,0.25,_______,-,MU-PRACTIC,Steven Zopfi,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 212,UF,Applied Music,1,0,0,,E,0.25,_______,-,MU-PRACTIC,Tracy Knoop,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 230,A,Westrn Music Antiquity-Baroque,35,27,0,AR,E,1.00,_M_W_F_,10.00- 10.50,MU-106,Kenneth Harris,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 230,A,Westrn Music Antiquity-Baroque,35,27,0,FN,E,1.00,_M_W_F_,10.00- 10.50,MU-106,Kenneth Harris,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 235,A,Diction for Singers I,20,12,0,,E,0.50,__T_T__,09.30- 10.50,MU-110,Dawn Padula,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 241,A,Percussion Techniques,20,7,0,,E,0.25,__T_T__,14.00- 14.50,MU-L1,Jeffery Lund,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 243,A,Double Reed Techniques,20,7,0,,E,0.25,__T_T__,13.00- 13.50,MU-L6,Noelle Burns,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 243,A,Double Reed Techniques,20,7,0,,E,0.25,__T_T__,13.00- 13.50,MU-L6,Coltan Foster,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 245,A,Upper Strings Techniques,20,2,0,,E,0.25,_____F_,12.00- 13.50,MU-L1,Joyce Ramee,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 261,A,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Stephen Schermer,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,B,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Francine Floyd-Peterson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,C,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Alistair MacRae,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,D,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Jennifer Nelson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,E,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,F,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Karla Flygare,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,G,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Rodger Burnett,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,H,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Douglas Rice,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,I,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Catherine Case,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,J,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,K,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Dan Williams,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,L,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,M,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,NA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Duane Hulbert,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,NB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Tanya Stambuk,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,O,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Fred Winkler,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,P,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,David Krosschell,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,Q,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Judson Scott,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,R,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,S,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Joyce Ramee,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,TA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Maria Sampen,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,TB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Timothy Christie,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,UA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,UB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Christina Kowalski-Holien,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,UC,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Kathryn Lehmann,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,UD,Applied Music,10,2,0,,E,0.50,_______,-,MU-PRACTIC,Dawn Padula,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,UE,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Steven Zopfi,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 261,UF,Applied Music,1,0,0,,E,0.50,_______,-,MU-PRACTIC,Tracy Knoop,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,A,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Stephen Schermer,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,B,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Francine Floyd-Peterson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,C,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Alistair MacRae,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,D,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Jennifer Nelson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,E,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,F,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Karla Flygare,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,G,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Rodger Burnett,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,H,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Douglas Rice,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,I,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Catherine Case,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,J,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,K,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Dan Williams,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,L,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,M,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,NA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Duane Hulbert,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,NB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Tanya Stambuk,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,O,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Fred Winkler,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,P,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,David Krosschell,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,Q,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Judson Scott,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,R,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,S,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joyce Ramee,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,TA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Maria Sampen,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,TB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Timothy Christie,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,UA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,UB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Christina Kowalski-Holien,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,UC,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Kathryn Lehmann,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,UD,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Dawn Padula,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 262,UE,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Steven Zopfi,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
