CSID,Class
6995309,MATH  160 B
6995309,SSI1  117 A
6995426,ARTS  147 A
6995426,ENGL  234 B
6995426,FREN  101 B
6995426,SSI1  138 B
7108284,CHEM  110 D
7108284,CHEM  110 DB
7108284,FREN  101 A
7108284,PSYC  101 D
7108284,SSI1  117 A
7108294,ARAB  101 A
7108294,ARAB  101 A
7108294,MATH  160 A
7108294,MATH  160 A
7108294,PE  103 A
7108294,PG  104 A
7108294,SSI1  141 C
7108473,LAS  100 A
7108473,SOAN  101 D
7108473,SPAN  101 B
7108473,SPAN  101 B
7108473,SSI1  135 A
7108505,MATH  160 J
7108505,MATH  160 J
7108505,PG  101 A
7108505,SPAN  201 E
7108505,SSI1  118 A
7108565,CHEM  115 A
7108565,CHEM  115 AB
7108565,MATH  180 B
7108565,MATH  180 B
7108565,SSI1  118 A
7108576,MUS  109 A
7108576,MUS  235 A
7108576,MUS  272 A
7108576,PHYS  121 B
7108576,PHYS  121 B
7108576,PHYS  121 DD
7108576,SPAN  201 B
7108576,SPAN  201 B
7108576,SSI1  134 B
7108577,FREN  101 A
7108577,MATH  290 B
7108577,MATH  290 B
7108577,MATH  290 B
7108577,MUS  109 A
7108577,MUS  168 E
7108577,MUS  205 A
7108577,MUS  270 A
7108577,SSI1  104 B
7108649,BIOL  111 C
7108649,BIOL  111 CA
7108649,CHEM  110 B
7108649,CHEM  110 BA
7108649,MATH  160 H
7108649,SSI1  171 A
7108689,CWLT  100 B
7108689,FREN  201 B
7108689,PG  101 B
7108689,SSI1  118 A
7109061,BIOL  111 B
7109061,BIOL  111 BC
7109061,CHEM  110 F
7109061,CHEM  110 F
7109061,CHEM  110 FA
7109061,SOAN  101 B
7109061,SSI1  117 B
7109130,HIST  245 A
7109130,JAPN  101 A
7109130,PG  102 C
7109130,SSI1  179 A
7109178,BIOL  111 B
7109178,BIOL  111 BA
7109178,CHEM  115 A
7109178,CHEM  115 AB
7109178,SSI1  144 A
7109354,BIOL  111 C
7109354,BIOL  111 CC
7109354,CHEM  110 G
7109354,CHEM  110 G
7109354,CHEM  110 GA
7109354,OT  101 A
7109354,SPAN  101 F
7109354,SPAN  101 F
7109354,SPAN  101 F
7109354,SSI1  118 B
7109384,BIOL  112 B
7109384,BIOL  112 BB
7109384,CHEM  115 A
7109384,CHEM  115 AB
7109384,FREN  210 A
7109384,SSI1  195 B
7109393,CHEM  110 E
7109393,CHEM  110 E
7109393,CHEM  110 EB
7109393,GEOL  101 A
7109393,GEOL  101 AC
7109393,SOAN  202 A
7109393,SSI1  195 A
7109489,CHIN  101 A
7109489,CHIN  101 CC
7109489,GEOL  101 B
7109489,GEOL  101 BA
7109489,PG  103 A
7109489,SSI1  117 B
7109533,BUS  101 A
7109533,ECON  170 B
7109533,JAPN  201 A
7109533,JAPN  201 A
7109533,PG  103 B
7109533,SSI1  187 A
7109673,ECON  170 A
7109673,HIST  102 A
7109673,SSI1  176 A
7109966,CHEM  115 A
7109966,CHEM  115 AB
7109966,IPE  201 A
7109966,MATH  180 C
7109966,MATH  180 C
7109966,PE  185 A
7109966,SSI1  124 A
7110072,CSCI  161 B
7110072,CSCI  161 BA
7110072,MATH  180 B
7110072,MATH  180 B
7110072,SPAN  101 G
7110072,SSI1  108 A
7110186,CHEM  110 C
7110186,CHEM  110 CB
7110186,MUS  126 A
7110186,SSI1  135 A
7110190,HIST  153 A
7110190,PG  101 A
7110190,PSYC  101 B
7110190,SSI1  176 B
7110212,ARTS  101 A
7110212,GERM  101 C
7110212,GERM  101 C
7110212,MATH  160 I
7110212,MATH  160 I
7110212,SSI1  104 A
7110229,BIOL  111 C
7110229,BIOL  111 CA
7110229,SOAN  101 D
7110229,SPAN  201 F
7110229,SSI1  171 A
7110237,BUS  101 A
7110237,CWLT  100 B
7110237,ECON  170 B
7110237,FREN  210 A
7110237,SSI1  195 A
7110254,ECON  170 F
7110254,FREN  240 B
7110254,PG  101 A
7110254,SSI1  104 B
7110256,ARTH  276 A
7110256,FREN  101 A
7110256,REL  212 A
7110256,SSI1  179 A
7110306,MATH  160 H
7110306,REL  204 A
7110306,SOAN  101 B
7110306,SSI1  175 A
7110309,CLSC  211 A
7110309,HIST  153 A
7110309,PE  141 A
7110309,SSI1  175 B
7110328,CHIN  101 B
7110328,CHIN  101 CC
7110328,MUS  101 D
7110328,MUS  103 B
7110328,MUS  284 A
7110328,REL  234 A
7110328,SSI1  138 A
7110337,GERM  201 A
7110337,LTS  200 B
7110337,SPAN  201 H
7110337,SSI1  175 A
7110453,CHEM  110 F
7110453,CHEM  110 F
7110453,CHEM  110 FA
7110453,MATH  180 C
7110453,MATH  180 C
7110453,PG  102 B
7110453,SSI1  141 B
7110469,CHEM  110 E
7110469,CHEM  110 E
7110469,CHEM  110 EB
7110469,LAT  101 A
7110469,LTS  200 B
7110469,SSI1  177 A
7110489,ARTH  276 A
7110489,MATH  160 A
7110489,MATH  160 A
7110489,SPAN  201 B
7110489,SPAN  201 B
7110489,SSI1  117 B
7110508,MATH  160 D
7110508,MATH  160 D
7110508,SOAN  101 D
7110508,SPAN  101 H
7110508,SSI1  190 A
7110593,CHEM  115 A
7110593,CHEM  115 AA
7110593,JAPN  101 B
7110593,PHIL  101 A
7110593,SSI1  165 A
7110605,MATH  160 D
7110605,MATH  160 D
7110605,SOAN  101 D
7110605,SPAN  101 B
7110605,SPAN  101 B
7110605,SSI1  104 A
7115108,ENGL  212 B
7115108,ENVR  101 A
7115108,ENVR  101 AA
7115108,SSI1  124 A
7115166,PE  141 A
7115166,PHIL  229 A
7115166,PSYC  201 A
7115166,PSYC  201 AB
7115166,PSYC  225 A
7115166,SSI1  128 A
7115172,CHEM  110 E
7115172,CHEM  110 E
7115172,CHEM  110 EA
7115172,MATH  181 B
7115172,MATH  181 B
7115172,PE  103 B
7115172,SPAN  101 C
7115172,SSI1  171 A
7115214,COMM  181 A
7115214,MATH  160 H
7115214,SPAN  201 D
7115214,SPAN  201 D
7115214,SSI1  134 A
7115232,CHEM  115 A
7115232,CHEM  115 AB
7115232,ENGL  220 B
7115232,MATH  180 A
7115232,PE  185 A
7115232,SSI1  134 A
7115238,BIOL  111 C
7115238,BIOL  111 CC
7115238,CLSC  211 A
7115238,ENGL  212 C
7115238,SSI1  104 B
7115346,MATH  180 C
7115346,MATH  180 C
7115346,PG  101 B
7115346,SSI1  117 B
7115346,THAI  101 A
7115916,CHEM  110 B
7115916,CHEM  110 BB
7115916,CHIN  101 A
7115916,CHIN  101 CC
7115916,MATH  160 C
7115916,MATH  160 C
7115916,PE  102 A
7115916,SSI1  175 A
7124413,CSCI  161 B
7124413,CSCI  161 BA
7124413,HIST  224 A
7124413,MUS  276 A
7124413,SSI1  138 A
7124436,CSCI  261 A
7124436,CSCI  261 AA
7124436,JAPN  101 A
7124436,SSI1  138 C
7124469,BIOL  111 B
7124469,BIOL  111 BC
7124469,MATH  160 H
7124469,SOAN  101 D
7124469,SSI1  139 A
7124474,FREN  201 B
7124474,MUS  101 D
7124474,MUS  103 B
7124474,MUS  109 A
7124474,MUS  280 A
7124474,SSI1  175 B
7124536,ENGL  212 C
7124536,MATH  160 B
7124536,MATH  160 B
7124536,MATH  160 B
7124536,PHIL  101 B
7124536,SSI1  190 A
7124588,ARTH  276 A
7124588,GEOL  101 A
7124588,GEOL  101 AA
7124588,HIST  224 A
7124588,SSI1  176 A
7124856,BIOL  112 A
7124856,BIOL  112 AB
7124856,CHEM  115 A
7124856,CHEM  115 AA
7124856,PE  103 A
7124856,SPAN  201 F
7124856,SSI1  141 A
7125294,CHEM  110 B
7125294,CHEM  110 BA
7125294,MATH  180 C
7125294,MATH  180 C
7125294,PE  102 A
7125294,PHYS  121 B
7125294,PHYS  121 B
7125294,PHYS  121 FF
7125294,SSI1  187 A
7127786,GERM  101 C
7127786,GERM  101 C
7127786,PE  102 A
7127786,PG  101 A
7127786,SSI1  141 B
7134225,PE  102 A
7134225,PG  103 C
7134225,PSYC  101 D
7134225,SSI1  174 A
7135792,CHEM  110 A
7135792,CHEM  110 AB
7135792,MATH  180 C
7135792,MATH  180 C
7135792,PHYS  121 B
7135792,PHYS  121 B
7135792,PHYS  121 FF
7135792,SSI1  118 A
7135812,GEOL  101 A
7135812,GEOL  101 AA
7135812,MUS  205 A
7135812,PHIL  224 A
7135812,PHIL  224 AB
7135812,SSI1  144 A
7135870,CHEM  110 D
7135870,CHEM  110 DA
7135870,MUS  101 A
7135870,MUS  103 A
7135870,MUS  288 A
7135870,SPAN  201 H
7135870,SSI1  141 C
7135881,CHEM  110 G
7135881,CHEM  110 G
7135881,CHEM  110 GB
7135881,CWLT  100 A
7135881,GEOL  101 B
7135881,GEOL  101 BA
7135881,SPAN  201 G
7135881,SSI1  179 A
7135884,CHEM  110 C
7135884,CHEM  110 CB
7135884,FREN  201 C
7135884,MATH  160 D
7135884,MATH  160 D
7135884,OT  101 A
7135884,PE  105 B
7135884,SSI1  128 C
7136001,BIOL  111 C
7136001,BIOL  111 CA
7136001,CHEM  110 A
7136001,CHEM  110 AA
7136001,SSI1  104 A
7136032,MATH  160 B
7136032,MATH  160 B
7136032,MATH  160 B
7136032,PE  105 B
7136032,PSYC  101 B
7136032,SSI1  117 B
7136729,BIOL  111 C
7136729,BIOL  111 CA
7136729,CHEM  110 A
7136729,CHEM  110 AB
7136729,PSYC  101 D
7136729,SSI1  128 B
7149969,CHEM  110 F
7149969,CHEM  110 F
7149969,CHEM  110 FB
7149969,PSYC  101 B
7149969,SPAN  101 H
7149969,SSI1  104 B
7161810,BIOL  112 A
7161810,BIOL  112 AB
7161810,CHEM  110 B
7161810,CHEM  110 BB
7161810,SPAN  201 E
7161810,SSI1  174 A
7161834,ALC  225 A
7161834,BUS  101 A
7161834,CLSC  231 A
7161834,ECON  170 B
7161834,SSI1  138 A
7161842,MATH  160 G
7161842,SOAN  101 D
7161842,SPAN  201 B
7161842,SPAN  201 B
7161842,SSI1  128 A
7161848,BUS  101 A
7161848,ECON  170 B
7161848,FREN  201 B
7161848,PG  103 B
7161848,SSI1  174 A
7161856,MATH  160 E
7161856,MATH  160 E
7161856,MATH  160 E
7161856,SOAN  101 B
7161856,SPAN  210 B
7161856,SSI1  112 A
7161860,PG  102 B
7161860,PSYC  101 D
7161860,REL  211 A
7161860,SSI1  179 A
7161969,ARAB  101 A
7161969,ARAB  101 A
7161969,PE  103 B
7161969,PG  102 B
7161969,REL  212 A
7161969,SSI1  195 A
7161970,ECON  170 A
7161970,PE  102 A
7161970,SPAN  101 F
7161970,SPAN  101 F
7161970,SPAN  101 F
7161970,SSI1  115 A
7161994,ENGL  245 A
7161994,PG  103 B
7161994,SPAN  300 A
7161994,SSI1  195 B
7162005,COMM  170 A
7162005,PHIL  101 B
7162005,PSYC  101 A
7162005,SSI1  139 A
7162074,CHEM  110 F
7162074,CHEM  110 F
7162074,CHEM  110 FB
7162074,MATH  181 B
7162074,MATH  181 B
7162074,SPAN  201 E
7162074,SSI1  176 B
7162165,CLSC  211 A
7162165,LAT  201 A
7162165,PG  103 B
7162165,SSI1  138 C
7162216,ARTS  101 A
7162216,SOAN  101 D
7162216,SPAN  210 A
7162216,SSI1  179 A
7162233,FREN  201 A
7162233,PG  101 A
7162233,PHYS  109 A
7162233,PHYS  109 AA
7162233,SSI1  104 B
7162249,CHEM  115 A
7162249,CHEM  115 AA
7162249,IPE  191 A
7162249,MATH  180 F
7162249,MATH  180 F
7162249,SPAN  203 A
7162249,SPAN  203 A
7162249,SSI1  172 A
7162289,BIOL  111 B
7162289,BIOL  111 BC
7162289,CHEM  110 G
7162289,CHEM  110 G
7162289,CHEM  110 GB
7162289,FREN  101 B
7162289,SSI1  128 C
7162293,ECON  170 G
7162293,LAT  101 B
7162293,LAT  101 B
7162293,SSI1  141 A
7162321,ECON  170 G
7162321,GEOL  101 A
7162321,GEOL  101 AA
7162321,PG  102 A
7162321,SSI1  112 A
7162322,CHEM  110 C
7162322,CHEM  110 CA
7162322,MATH  160 D
7162322,MATH  160 D
7162322,OT  101 A
7162322,SPAN  101 E
7162322,SPAN  101 E
7162322,SSI1  117 A
7162329,MUS  126 A
7162329,PSYC  101 B
7162329,SPAN  101 G
7162329,SSI1  118 B
7162382,PG  101 A
7162382,REL  211 A
7162382,SSI1  128 B
7162417,HIST  230 A
7162417,SOAN  102 B
7162417,SSI1  117 A
7162417,THAI  101 A
7162432,ECON  170 F
7162432,MATH  180 C
7162432,MATH  180 C
7162432,PG  104 A
7162432,SSI1  115 A
7162433,BIOL  111 C
7162433,BIOL  111 CA
7162433,CHEM  110 B
7162433,CHEM  110 BA
7162433,COMM  170 A
7162433,SSI1  171 A
7162448,ENGL  212 C
7162448,MATH  180 B
7162448,MATH  180 B
7162448,PHYS  121 B
7162448,PHYS  121 B
7162448,PHYS  121 DD
7162448,SSI1  175 A
7162500,ENGL  212 C
7162500,FREN  101 A
7162500,PG  101 B
7162500,SSI1  134 B
7162501,AFAM  210 A
7162501,JAPN  101 A
7162501,PHYS  111 B
7162501,PHYS  111 GG
7162501,SSI1  128 C
7162520,FREN  201 C
7162520,PE  114 A
7162520,PG  103 B
7162520,SSI1  108 A
7162524,CHEM  110 C
7162524,CHEM  110 CA
7162524,GERM  101 C
7162524,GERM  101 C
7162524,MATH  160 H
7162524,OT  101 A
7162524,SSI1  139 A
7162548,HIST  230 A
7162548,LAT  101 B
7162548,LAT  101 B
7162548,SSI1  138 C
7162549,CHEM  110 E
7162549,CHEM  110 E
7162549,CHEM  110 EA
7162549,MATH  160 C
7162549,MATH  160 C
7162549,PE  107 A
7162549,SSI1  171 A
7162580,BIOL  111 B
7162580,BIOL  111 BC
7162580,CHEM  110 A
7162580,CHEM  110 AB
7162580,COMM  156 A
7162580,PE  180 A
7162580,SSI1  175 A
7162694,GEOL  101 A
7162694,GEOL  101 AA
7162694,MATH  160 G
7162694,SPAN  201 H
7162694,SSI1  144 A
7162701,AFAM  101 B
7162701,MATH  180 A
7162701,SPAN  101 G
7162701,SSI1  177 A
7162706,ECON  170 E
7162706,MATH  160 H
7162706,PE  105 B
7162706,SPAN  101 C
7162706,SSI1  187 A
7162718,CHEM  110 F
7162718,CHEM  110 F
7162718,CHEM  110 FA
7162718,MATH  280 A
7162718,MATH  280 A
7162718,MUS  284 A
7162718,SPAN  203 B
7162718,SPAN  203 B
7162718,SSI1  195 A
7162733,COMM  181 A
7162733,LAT  101 B
7162733,LAT  101 B
7162733,SSI1  138 B
7162749,IPE  201 C
7162749,LAS  100 A
7162749,SPAN  204 A
7162749,SSI1  186 A
7162753,HIST  102 A
7162753,PHYS  205 A
7162753,PHYS  205 AA
7162753,REL  204 A
7162753,SSI1  129 A
7162754,ARTS  147 A
7162754,COMM  181 A
7162754,MATH  160 J
7162754,MATH  160 J
7162754,SSI1  177 A
7162769,GEOL  101 A
7162769,GEOL  101 AA
7162769,LTS  200 B
7162769,SPAN  201 E
7162769,SSI1  179 A
7162770,ARTS  101 B
7162770,ARTS  147 A
7162770,FREN  210 A
7162770,SSI1  177 A
7162774,FREN  101 A
7162774,IPE  201 C
7162774,MATH  260 A
7162774,SSI1  144 A
7162805,PG  102 B
7162805,PHIL  101 A
7162805,SPAN  101 A
7162805,SPAN  101 A
7162805,SSI1  128 B
7162809,IPE  191 A
7162809,IPE  201 C
7162809,MATH  160 D
7162809,MATH  160 D
7162809,PHIL  215 A
7162809,SSI1  172 A
7162837,BIOL  111 C
7162837,BIOL  111 CB
7162837,PSYC  101 B
7162837,SSI1  179 A
7162848,CHEM  110 F
7162848,CHEM  110 F
7162848,CHEM  110 FB
7162848,PSYC  101 B
7162848,SPAN  201 D
7162848,SPAN  201 D
7162848,SSI1  134 A
7163050,MUS  105 A
7163050,SOAN  101 B
7163050,SPAN  201 D
7163050,SPAN  201 D
7163050,SSI1  117 B
7163052,BIOL  111 A
7163052,BIOL  111 AB
7163052,MATH  180 F
7163052,MATH  180 F
7163052,PE  185 A
7163052,SPAN  101 H
7163052,SSI1  129 A
7163108,CHEM  110 D
7163108,CHEM  110 DA
7163108,JAPN  101 A
7163108,MUS  126 A
7163108,SSI1  135 A
7163144,GERM  101 C
7163144,GERM  101 C
7163144,HIST  153 A
7163144,PG  101 A
7163144,SSI1  176 A
7163209,CHEM  110 F
7163209,CHEM  110 F
7163209,CHEM  110 FA
7163209,MATH  180 A
7163209,SOAN  202 A
7163209,SSI1  195 A
7163454,LAT  101 A
7163454,MATH  160 E
7163454,MATH  160 E
7163454,MATH  160 E
7163454,SSI1  177 A
7163485,COMM  181 A
7163485,ENGL  212 B
7163485,FREN  210 A
7163485,SSI1  104 A
7163490,ECON  170 F
7163490,LAS  100 A
7163490,MATH  180 E
7163490,MATH  180 E
7163490,MUS  274 A
7163490,SSI1  195 A
7163500,COMM  170 A
7163500,PE  107 A
7163500,PG  103 A
7163500,SSI1  171 A
7163540,CWLT  100 B
7163540,MATH  160 H
7163540,PE  105 B
7163540,PHIL  101 A
7163540,SSI1  141 A
7163580,CLSC  211 A
7163580,ENGL  212 C
7163580,LAT  101 A
7163580,SSI1  181 A
7163590,FREN  201 A
7163590,MATH  180 E
7163590,MATH  180 E
7163590,PG  101 A
7163590,SSI1  124 A
7163610,BIOL  111 B
7163610,BIOL  111 BC
7163610,CHEM  110 B
7163610,CHEM  110 BB
7163610,HIST  230 A
7163610,SSI1  175 A
7163612,AFAM  101 A
7163612,ENGL  212 C
7163612,HIST  291 B
7163612,MUS  276 A
7163612,SSI1  190 A
7163662,ARTS  147 A
7163662,IPE  201 A
7163662,JAPN  101 B
7163662,SSI1  172 A
7163681,CHEM  110 G
7163681,CHEM  110 G
7163681,CHEM  110 GA
7163681,JAPN  101 B
7163681,OT  101 A
7163681,SOAN  101 D
7163681,SSI1  128 B
7163689,ECON  170 A
7163689,HIST  153 A
7163689,IPE  201 A
7163689,SSI1  176 A
7163696,AFAM  101 B
7163696,MATH  160 B
7163696,MATH  160 B
7163696,MATH  160 B
7163696,PG  104 A
7163696,SSI1  134 A
7163792,ARTS  101 A
7163792,CWLT  100 B
7163792,HIST  153 A
7163792,SSI1  187 A
7163849,ARTS  101 A
7163849,ARTS  147 A
7163849,PG  104 A
7163849,SSI1  134 B
7163957,GEOL  101 B
7163957,GEOL  101 BA
7163957,MATH  180 B
7163957,MATH  180 B
7163957,SPAN  201 B
7163957,SPAN  201 B
7163957,SSI1  117 B
7164025,ARTH  276 A
7164025,ECON  170 F
7164025,PE  185 A
7164025,SSI1  104 B
7164033,MATH  160 E
7164033,MATH  160 E
7164033,MATH  160 E
7164033,SOAN  101 B
7164033,SPAN  101 B
7164033,SPAN  101 B
7164033,SSI1  187 A
7164340,MATH  280 A
7164340,MATH  280 A
7164340,PE  101 A
7164340,PHYS  121 B
7164340,PHYS  121 B
7164340,PHYS  121 DD
7164340,SSI1  175 A
7164412,ECON  170 A
7164412,IPE  201 A
7164412,PG  101 B
7164412,SSI1  186 A
7164520,HIST  230 A
7164520,MATH  160 H
7164520,SSI1  138 C
7164521,CHEM  115 A
7164521,CHEM  115 AB
7164521,FREN  210 A
7164521,MATH  180 A
7164521,PE  107 A
7164521,SSI1  128 B
7165128,CHEM  110 A
7165128,CHEM  110 AA
7165128,MATH  180 F
7165128,MATH  180 F
7165128,SSI1  195 A
7165128,THAI  101 A
7165162,ENGL  235 A
7165162,PE  188 B
7165162,PG  102 A
7165162,SSI1  135 A
7165178,GERM  201 A
7165178,PSYC  101 D
7165178,REL  211 A
7165178,SSI1  141 A
7165202,AFAM  210 A
7165202,BUS  101 A
7165202,ECON  170 B
7165202,SPAN  203 A
7165202,SPAN  203 A
7165202,SSI1  115 A
7165213,HIST  230 A
7165213,MATH  160 E
7165213,MATH  160 E
7165213,MATH  160 E
7165213,SSI1  190 A
7165214,COMM  181 A
7165214,CSCI  161 B
7165214,CSCI  161 BA
7165214,PHIL  101 A
7165214,SSI1  187 A
7165233,CSCI  161 C
7165233,CSCI  161 CA
7165233,ECON  170 G
7165233,JAPN  101 B
7165233,SSI1  128 B
7165234,CSCI  161 B
7165234,CSCI  161 BA
7165234,JAPN  201 A
7165234,JAPN  201 A
7165234,MATH  181 B
7165234,MATH  181 B
7165234,SSI1  134 B
7165244,GEOL  101 A
7165244,GEOL  101 AB
7165244,HIST  230 A
7165244,PE  102 A
7165244,PG  103 C
7165244,SSI1  115 A
7165256,ECON  170 A
7165256,PG  104 B
7165256,SSI1  176 A
7165258,MATH  160 A
7165258,MATH  160 A
7165258,PSYC  101 D
7165258,SSI1  171 A
7165289,ENVR  101 A
7165289,ENVR  101 AA
7165289,FREN  101 A
7165289,SSI1  174 A
7165297,ARTS  101 A
7165297,FREN  210 A
7165297,PG  103 D
7165297,SSI1  141 A
7165298,CLSC  211 A
7165298,LAT  101 A
7165298,PG  101 B
7165298,SSI1  138 C
7165300,BUS  101 A
7165300,ECON  170 B
7165300,LAS  100 A
7165300,PG  101 B
7165300,SSI1  141 B
7165321,ENGL  199 A
7165321,ENGL  220 B
7165321,FREN  101 B
7165321,PHIL  224 A
7165321,PHIL  224 AB
7165321,SSI1  172 A
7165370,COMM  181 A
7165370,FREN  201 A
7165370,REL  211 A
7165370,SSI1  177 A
7165380,GQS  201 B
7165380,MATH  160 F
7165380,SSI1  129 A
7165401,CHEM  250 D
7165401,CHEM  250 D
7165401,CHEM  250 MM
7165401,MATH  280 B
7165401,MATH  280 B
7165401,PG  104 B
7165401,SSI1  195 B
7165402,BIOL  111 B
7165402,BIOL  111 BC
7165402,CHEM  110 D
7165402,CHEM  110 DA
7165402,IPE  201 A
7165402,SSI1  128 C
7165406,CHEM  110 D
7165406,CHEM  110 DA
7165406,PE  107 A
7165406,PSYC  101 D
7165406,SSI1  160 A
7165424,CHEM  110 D
7165424,CHEM  110 DB
7165424,MATH  160 A
7165424,MATH  160 A
7165424,PE  125 B
7165424,SSI1  129 A
7165460,ENGL  212 C
7165460,PHIL  224 A
7165460,PHIL  224 AB
7165460,SOAN  101 D
7165460,SSI1  128 A
7165477,ENGL  212 C
7165477,HIST  224 A
7165477,SSI1  135 A
7165604,MATH  160 E
7165604,MATH  160 E
7165604,MATH  160 E
7165604,PE  124 A
7165604,SPAN  101 H
7165604,SSI1  129 A
7165625,ENGL  220 B
7165625,FREN  240 B
7165625,PG  102 C
7165625,SSI1  172 A
7165672,AFAM  101 B
7165672,REL  204 A
7165672,SOAN  101 B
7165672,SSI1  186 A
7165688,FREN  201 B
7165688,HIST  230 A
7165688,PG  103 D
7165688,SSI1  124 A
7165690,ENGL  245 A
7165690,PG  103 B
7165690,SPAN  101 G
7165690,SSI1  104 A
7165698,GQS  201 A
7165698,MATH  260 A
7165698,SOAN  101 C
7165698,SSI1  112 A
7165709,PG  103 B
7165709,REL  211 A
7165709,SSI1  144 A
7165729,IPE  191 A
7165729,LAT  101 B
7165729,LAT  101 B
7165729,PE  103 B
7165729,PHIL  281 A
7165729,REL  201 A
7165729,SSI1  195 B
7165794,MUS  101 D
7165794,MUS  103 B
7165794,MUS  109 A
7165794,MUS  235 A
7165794,MUS  272 A
7165794,SSI1  138 C
7165794,THTR  217 A
7165794,THTR  291 A
7166040,SOAN  295 A
7166040,SPAN  101 E
7166040,SPAN  101 E
7166040,SSI1  129 A
7166349,CHEM  110 D
7166349,CHEM  110 DA
7166349,MATH  180 C
7166349,MATH  180 C
7166349,MUS  126 A
7166349,SSI1  128 C
7166354,ENGL  235 A
7166354,MATH  160 G
7166354,PSYC  265 A
7166354,SSI1  138 B
7166398,AFAM  101 A
7166398,REL  204 A
7166398,SOAN  101 A
7166398,SSI1  171 A
7166461,BIOL  111 B
7166461,BIOL  111 BC
7166461,CHEM  110 G
7166461,CHEM  110 G
7166461,CHEM  110 GA
7166461,MATH  160 J
7166461,MATH  160 J
7166461,SSI1  117 A
7166525,CHEM  110 DB
7166525,CHEM  110 E
7166525,CHEM  110 E
7166525,MATH  180 A
7166525,PE  105 B
7166525,SSI1  117 A
7166565,CHEM  110 E
7166565,CHEM  110 E
7166565,CHEM  110 EA
7166565,CWLT  100 A
7166565,MATH  180 D
7166565,MATH  180 D
7166565,PE  114 A
7166565,SOAN  101 C
7166565,SSI1  176 B
7166814,ARTH  275 A
7166814,FREN  240 B
7166814,GERM  101 A
7166814,SSI1  117 B
7166957,ARAB  101 A
7166957,ARAB  101 A
7166957,PG  103 D
7166957,REL  211 A
7166957,SSI1  195 A
7167114,MUS  105 A
7167114,PSYC  101 B
7167114,SPAN  201 E
7167114,SSI1  186 A
7167126,CHEM  110 E
7167126,CHEM  110 E
7167126,CHEM  110 EB
7167126,MATH  280 B
7167126,MATH  280 B
7167126,PHYS  121 A
7167126,PHYS  121 DD
7167126,SSI1  117 B
7167174,BIOL  112 B
7167174,BIOL  112 BB
7167174,CHEM  115 A
7167174,CHEM  115 AB
7167174,MUS  168 H
7167174,MUS  270 A
7167174,PHIL  281 A
7167174,SSI1  195 B
7167209,BIOL  111 A
7167209,BIOL  111 AB
7167209,MATH  160 H
7167209,PE  103 A
7167209,PG  101 B
7167209,SSI1  112 A
7167232,ECON  170 E
7167232,MATH  160 H
7167232,PHIL  101 A
7167232,SSI1  108 A
7167313,GERM  101 B
7167313,MUS  105 A
7167313,MUS  276 A
7167313,PHIL  101 B
7167313,SSI1  138 B
7167517,MATH  180 C
7167517,MATH  180 C
7167517,PE  102 A
7167517,SPAN  101 F
7167517,SPAN  101 F
7167517,SPAN  101 F
7167517,SSI1  141 C
7167573,FREN  201 A
7167573,IPE  201 C
7167573,MUS  288 A
7167573,PSYC  101 D
7167573,SSI1  176 B
7167577,FREN  201 B
7167577,MATH  160 C
7167577,MATH  160 C
7167577,SOAN  101 D
7167577,SSI1  104 A
7167584,CHEM  115 A
7167584,CHEM  115 AA
7167584,MATH  181 C
7167584,MATH  181 C
7167584,PE  130 A
7167584,SSI1  117 B
7167585,ENGL  212 C
7167585,REL  204 A
7167585,SOAN  101 D
7167585,SSI1  118 A
7167588,BIOL  111 C
7167588,BIOL  111 CC
7167588,HIST  230 A
7167588,MUS  288 A
7167588,SPAN  204 A
7167588,SSI1  117 A
7167710,MATH  280 A
7167710,MATH  280 A
7167710,PHYS  121 B
7167710,PHYS  121 B
7167710,PHYS  121 DD
7167710,SPAN  101 A
7167710,SPAN  101 A
7167710,SSI1  112 A
7167760,ENVR  101 A
7167760,ENVR  101 AA
7167760,IPE  201 B
7167760,MATH  160 A
7167760,MATH  160 A
7167760,PE  107 A
7167760,SSI1  174 A
7167765,GQS  201 A
7167765,MATH  180 D
7167765,MATH  180 D
7167765,SPAN  101 C
7167765,SSI1  134 A
7167772,HIST  291 B
7167772,MUS  126 A
7167772,PG  104 B
7167772,SSI1  195 A
7167792,MUS  105 A
7167792,PSYC  101 B
7167792,SPAN  201 D
7167792,SPAN  201 D
7167792,SSI1  174 A
7167800,ENGL  212 C
7167800,MUS  109 A
7167800,MUS  205 A
7167800,MUS  276 A
7167800,SPAN  204 A
7167800,SSI1  104 A
7167836,MUS  101 D
7167836,MUS  103 A
7167836,MUS  109 A
7167836,MUS  168 D
7167836,MUS  270 A
7167836,MUS  274 A
7167836,SPAN  101 A
7167836,SPAN  101 A
7167836,SSI1  139 A
7167858,CHEM  110 A
7167858,CHEM  110 AB
7167858,MATH  180 D
7167858,MATH  180 D
7167858,SPAN  210 A
7167858,SSI1  190 A
7168008,COMM  181 A
7168008,CSCI  161 B
7168008,CSCI  161 BA
7168008,PHIL  101 A
7168008,SSI1  141 B
7168029,BUS  101 A
7168029,ECON  170 B
7168029,HIST  230 A
7168029,JAPN  101 B
7168029,SSI1  179 A
7168093,CHEM  110 F
7168093,CHEM  110 F
7168093,CHEM  110 FA
7168093,MATH  180 A
7168093,PG  102 B
7168093,SSI1  128 A
7168132,HIST  102 A
7168132,JAPN  101 B
